id,category,brand,description,price,title
8948008,Computers_and_Accessories,SanDisk@pt,"Os dispositivos móveis atuais oferecem recursos avançados de fotografia e vídeo para que você possa gravar todos os momentos excitantes da vida. Os cartões de memória SanDisk Ultra permitem que você capture, transporte e mantenha todos esses momentos nas pontas dos dedos.Classificação de Velocidade Classe 10 para Captura de Vídeo Full HDEste cartão de memória oferece classificação de vídeo Classe 10 para gravação de vídeo de alta qualidade para que você possa capturar vídeo Full HD sem perdas. Os cartões permitem que você armazene muitos arquivos de vídeo Full HD antes de ter que transferir os arquivos para o seu computador.Adicione Armazenamento a Smartphones e Tablets AndroidOs cartões de memória UHS-I SanDisk, Ultra microSDHC e microSDXC UHS-I são companhias ideais para smartphones e tablets Android de alto desempenho. O armazenamento adicional do cartão significa que você pode tirar mais fotografias e vídeos sem ter que se preocupar com o espaço.Faça Backup com Facilidade da sua Mídia Favorita com o Aplicativo SanDisk Memory ZoneO aplicativo SanDisk Memory Zone disponível na Google Play store faz com que seja fácil visualizar, aceder e fazer backup de todos os seus arquivos da memória do seu telefone num local conveniente. Você pode configurar o aplicativo para descarregar os arquivos da memória interna do seu dispositivo para o seu cartão de memória automaticamente.Design ResistenteOs cartões SanDisk microSDHC e microSDXC UHS-I são à prova de água, à prova de choque à prova de raio X para proteger as suas memórias contra os infortúnios da vida. Leve o seu telefone ou tablet para a neve a piscina ou o deserto. O seu cartão sobreviverá mesmo que o seu dispositivo não sobreviva.Inclui Adaptador SDOs cartões de memória UHS-I SanDisk Ultra microSDHC e microSDXC dão-lhe a si a liberdade de manter todos os seus arquivos digitais consigo no seu smartphone ou tablet. Além disso o adaptador SD incluído permite que você mova arquivos com facilidade entre outros dispositivos compatíveis com SD como câmaras digitais e computadores. Capacidade: 32GB Desempenho: Velocidade de leitura de até 48MB/s Classe: Classe 10 Proteção: À prova d\água à prova de choque e à prova de raio X @pt",,Cartão Memória SanDisk Ultra UHS-I microSDHC 32GB Classe 10@pt 10 - PCDIGA@pt
3354454,Computers_and_Accessories,Kingston@en,Kingston’s DataTraveler SE9 USB Flash drive has a stylish and durable metal casing that lets users securely carry the drive everywhere.@en,,Kingston 32GB DataTraveler SE9 USB 2.0 Flash Drive (DTSE9H/32GB)@en ▷ Kingston (DTSE9H/3… | OcUK@en
11764389,Computers_and_Accessories,KINGSTON@fr,,,8GB DDR4-2400MHZ CL15 DIMM HYPERX FURY BLACK@fr
15709248,Computers_and_Accessories,Corsair@en,"DDR4, 2666MHz, CL16, 1.2v, XMP 2.0, Lifetime Warranty@en",,Corsair Vengeance LPX Black 32GB (2x16GB) DDR4 PC4-21300 2666MHz Dual Channel Kit @en 2x16GB | CMK32GX4M2A2666C16 Novatech@en
9259590,Computers_and_Accessories,HP@en,"HP 647594-B21, Ethernet 1 GB 4-Port 331T@en",,"HP 647594-B21, Ethernet 1 GB 4-Port 331T@en 647594-B21"
15080915,Computers_and_Accessories,,,,Scratch & Dent Acer Chromebook C731T-C42N Celeron N3060 1.6GHz 4GB 16GB ac BT WC 3C 11.6 HD MT Chrome@en NX.GM9AA.001 - Scratch MacConnection@en
15145036,Computers_and_Accessories,HP Enterprise,Description:HP Intelï¿½ Xeonï¿½ L5640 DL380 G7(2.26GHz/6-core/60W/12MB)Full Processor Option KitPart Number(s) Manufacturer Part# 587507-B21,"$195.95, USD",587507-B21 HP Xeon L5640 2.26GHz DL380 G7 Null
17523924,Computers_and_Accessories,HP Enterprise,Description:StorageWorks 36.4GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 238590-B21 Spare 240787-001 Assembly 293555-001 Model# BD03655B28 2-5-2 FE-19979-01,"CAD, $98.74 CAD",BD03655B28 HP 36.4-GB 10K FC-AL HDD Null
15596902,Computers_and_Accessories,,"Content creation has evolved over the past ten years, and so have the demands of the designers and creators. CAD professionals want flexible, sleek, and quiet small form-factor workstations. Radeon Pro WX 4100 delivers the performance and reliability workstation users need to get their job done.","$, 288.27",Radeon Pro WX4100 - graphics card Radeon WX 4100 4 GB GB 100-506008 Video Cards CDWG.com
17306318,Computers_and_Accessories,,"Intel i5-6600K Core, Intel Core i5-6xxx, 3,5 GHz, LGA1151, 32 Go, DDR3L-SDRAM, DDR4-SDRAM, 1600,2133 MHz",,Intel Core i5 6600k 3.5 GHz
4553650,Computers_and_Accessories,MSI,,,MSI - GeForce GTX 1080 8GB GAMING X 8G Video Card Card (GTX 8G) PCPartPicker Australia
16701134,Video_Games,MSI@en,"GTX 1070 GAMING X 8G, Core Clock: 1607MHz, Boost Clock: 1797MHz, Memory: 8192MB 8108MHz GDDR5, Stream Processors: 1920, SLI Ready, VR Ready, Custom PCB, 10 phase power delivery, 3 Years Warranty.@en",,MSI GeForce GTX 1070 GAMING X 8G 8192MB GDDR5 PCI-Express Graphics Card@en ▷ MSI Gr… | OcUK@en
14985072,Computers_and_Accessories,,,,SanDisk 200GB Ultra UHS-I microSDXC Memory Card (Class 10)@en & Storage | Unique Photo @en
15228888,Computers_and_Accessories,Intel@en,"Quad Core Technology, 3.4GHz clock speed, 8MB L3 Cache, Dual Channel DDR4/DDR3L Controller, 14nm, Integrated HD 530 Graphics, 3yr Warranty.@en",,6th Generation Intel® Core™ i7 6700 3.4GHz Socket LGA1151 (Skylake) Processor - Retail @en Skylake | BX80662I76700 Novatech@en
14397948,Computers_and_Accessories,HP Enterprise,Description:HP Smart Array P420/2GB FBWC 6Gb2-Ports Internal SAS ControllerPart Number(s) Option Part# 631671-B21 Spare Part# 633538-001,,"631671-B21 HP Smart Array P420/2GB Controller, Null New 631671-B21 Controller Wholesale Price 631671-B21"
3524759,Computers_and_Accessories,Apple@en,,"USD@en, 479.00@en",MGEM2LL/A Mac Mini 1.4/4gb/500GB @en
11191166,Computers_and_Accessories,,"Memoria RAM Dual Kit, 2x8GB PC4-19200 DDR4-2400Mhz, 16-16-16-39-2N@1.20V XMP, DDR4 Vengeance LPX@es",,Corsair CMK16GX4M2A2400C16@es
17095010,Computers_and_Accessories,HP Enterprise,Description:2 x 500GB Hot-Plug Serial ATA (SATA) 1.5GB/s Hard Drive 7200 RPM 3.5-inch form factor 1.0 inch high NCQ (Native Command Queing)In HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SATA ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 395473-B21 Spare Part# 395501-002 Assembly Part# 454141-002 Model# GB0500C8046,,"454141-002 HP 500-GB 7.2K 3.5 SATA, Null Price 454141-002-2Pack New 454141-002 SATA 2 Pack Wholesale"
17076609,Computers_and_Accessories,HP Enterprise,Description:Genuine HPE 8GB (2x4GB) Registered PC2-5300Low Power Dual-Rank SDRAM Memory KitPart Number(s) Option Part# 483403-B21 (2 x 4GB modules) Assembly 487005-061 (1 - 2 per kit),"CAD, $142.94 CAD",483403-B21 HP 8GB (2x4GB) PC2-5300 LP SDRAM Kit Null
16595879,Computers_and_Accessories,HP Enterprise,Description:Genuine HPE 4GB (2x2GB) Registered PC2-6400Single-Rank SDRAM Memory KitPart Number(s) Option Part# 497765-B21 (2 x 2GB),,"497765-B21 HP 4GB (2x2GB) PC2-6400 SDRAM Kit, Null Price 497765-B21 New 497765-B21 Kit Wholesale"
17523480,Computers_and_Accessories,Corsair@en,"2666MHz RAM Speed, CAS 16-18-18-35 Timings, 1.2 VDIMM, Lifetime Warranty with Corsair.@en",,Corsair Vengeance RGB 16GB (2x8GB) DDR4 PC4-21300 2666MHz Dual Channel Memory Kit (CMR16GX4M2A2666C1@en ▷ Corsair Du… | OcUK@en
15071669,Computers_and_Accessories,Seagate,"More>>> Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive: The official marketing text of Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive as supplied by the manufacturer Barracuda ES is a new family of high-capacity enterprise drives, providing 50 percent more storage space than comparable drives in the same system form factor. Barracuda ES drives leverage unparalleled Seagate enterprise technology to deliver the industry's highest 7200-RPM reliability for 24x7 business-critical applications. - Industry's Highest Reliability Barracuda ES boasts the highest reliability of any 7200-RPM drive in the industry and is specifically designed for 24x7 business-critical applications. - Optimized For Enterprise Storage Environments Best-in-class rotational vibration tolerance ensures unrivalled performance in high-density applications, and multidrive firmware maximizes system availability. - Breakthrough Capacity Perpendicular recording technology enables Barracuda ES SATA drives to deliver 500GB capacity in a single disc drive. Short summary description Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive: This short summary of the Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive data-sheet is auto-generated and uses the product title and the first six key specs. Seagate Desktop HDD 500GB 3.5 SATA II, 3.5, 500 GB, 7200 RPM, Serial ATA II, 16 MB, HDD Long summary description Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive : Seagate Desktop HDD 500GB 3.5 SATA II. Hard drive size: 3.5, Hard drive capacity: 500 GB, Hard drive speed: 7200 RPM, Hard drive interface: Serial ATA II, Device type: HDD, Drive device, buffer size: 16 MB This is an auto-generated long summary of Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive based on the first three specs of the first five spec groups. , Long product name Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive : The short editorial description of Seagate Desktop HDD 500GB 3.5 SATA II 500GB Serial ATA II internal hard drive Barracuda ES 500GB 3.5 SATA II",,Seagate Desktop HDD 500GB 3.5 SATA II Serial ATA internal hard drive Specs Seagate drive drives (ST3500630NS 4053162095588)
11117130,Computers_and_Accessories,WD@en,"WDS240G1G0A - WD Green PC SSD 2.5”/7mm cased, SATA III - 6Gb/s, Read 540MB/s, Write 465MB/s, 37k/68k IOPS@en",,WD Green 240GB 2.5 SATA 6Gbps Solid State Drive (WDS240G1G0A)@en ▷ WD (WDS240G1G0… | OcUK@en
8837824,Computers_and_Accessories,,"Windows 10 Pro Procesador Intel® Core™ m7-6Y75 (1,2 GHz, hasta 3,1 GHz con tecnología Intel Turbo Boost, 4 MB de caché, 2 núcleos) Pantalla táctil ultra delgada con retroiluminación LED FHD BrightView WUXGA+ UWVA eDP 12 1920 x1280 conectada directamente, Corning® Gorilla® Glass 4 Memoria 8GB RAM Disco duro 256GB SSD Con teclado estándar Combo de Intel® Dual Band Wireless-AC 8260 802.11a/b/g/n/ac (2x2) WiFi y Bluetooth® 4.2Módulo de banda ancha móvil HP lt4120 Qualcomm® Snapdragon™ X5 LTE @es",,HP Elite x2 1012 G1 2 en 1 Core M7-6Y65 8GB 256GB SSD 4G LTE Tactil 12 W10Pro@es Tactil... @es
6444932,Computers_and_Accessories,,"No matter the task, the iPad Pro is up to it - and then some. It offers far more power than most PC laptops, yet is delightfully simple to use. The redesigned Retina display is as stunning to look at as it is to touch. Everything you want modern computing to be. Now even, well, better.","$, 729.99",Apple 12.9-inch iPad Pro Wi-Fi - tablet 32 GB 12.9 Apple 12.9 ML0G2LL/A Tablets CDW.com
16125798,Computers_and_Accessories,Corsair@en,"E-ATX (and below), Up to 5 HDD, Fans Included, Solid Side Panel, Water Cooler Support, Full Length GPU Support, Silent, No PSU@en",,Corsair Carbide Series 400Q @en inchSilentinch Mid Tower Case | CC-9011100-WW Novatech@en
12417345,Computers_and_Accessories,Corsair@en,Null@en,,Corsair Flash Voyager Slider X2 128 GB USB 3.0 Drive - Blue @en | CMFSL3X2-128GB Novatech@en
2479195,Computers_and_Accessories,,"Windows 7 Pro 64 (actualizable a Windows 10 Pro) Procesador Intel® Core™ i7-6700HQ 15,6 LED FHD UWVA IPS antirreflectante (1920 x 1080) Memoria 8 GB DDR4-2133 (2 x 4 GB) Disco duro Unidad turbo HP Z de 256 GB SSD PCle Gráficos NVIDIA® Quadro® M1000M (GDDR5 dedicada de 2 GB) @es",,HP Zbook 15 G3 i7-6700HQ 8GB 256GB SSD Quadro M1000 2GB 15.6 W7/W10Pro@es Elite x2 1011 G1 M-5Y51 11.6 Tactil +Teclado W10Pr... @es
11500378,Computers_and_Accessories,,• Protege la pantalla de tu iPad Pro sin cubrir la parte posterior de aluminio. • Abre la Smart Cover y se activará tu iPad Pro. • Ciérrala y tu iPad Pro entrará en reposo. @es,,Smart Cover APPLE para iPad Pro 12.9 @es iPad Alkomprar.com@es
1697403,Computers_and_Accessories,Corsair,,,Corsair - 100R Silent ATX Mid Tower Case Case (CC-9011077-WW) PCPartPicker
12095382,Computers_and_Accessories,,Net-top Intel Celeron N2820 Intel Celeron,,Gigabyte GB-BXBT-2807 PC/estación de trabajo barebone
5345070,Computers_and_Accessories,,,,WD NAS Red 6TB SATA3@es SATA3 |PcComponentes @es
16866934,Computers_and_Accessories,HP Enterprise,Description:Intelï¿½ Xeonï¿½ E7400 DL120 G5(2.80GHz/2-core/3MB/65W)Full Processor Option KitPart Number(s) Manufacturer Part# 533993-B22,,"533993-B22 HP Xeon E7400 2.8GHz DL120 G5, Null G5 Wholesale 533993-B22 Price 533993-B22"
13326168,Computers_and_Accessories,Corsair@en,Null@en,,Corsair Flash Voyager GO 32 GB USB 3.0 Drive @en | CMFVG-32GB-EU Novatech@en
14812812,Computers_and_Accessories,,,,"Corsair Air Series AF120 LED Quiet Edition Wit, 120mm - Prijzen @NL Tweakers@NL Wit"
16792687,Computers_and_Accessories,HP Enterprise,Description: Proliant DL760G2 Xeon 2.5-inchGHz 1M (4P)Hewlett-Packard Part# 338974-B21,"CAD, $1,008.48 CAD",338974-B21 DL760 G2 Xeon 2.5GHz 1M (4P) Null
9245035,Computers_and_Accessories,INTEL@fr,,,"S1150 Core i7-4790 (4Core, 3.60Ghz, 8Mb, HD4600, 84W) Boite@fr"
16357379,Computers_and_Accessories,HP Enterprise,Description:4 x HPE Intel Xeon DL560 MP(2.2GHz/400MHz/2MB/550W)Full 4 Processor Option KitPart Number(s) Manufacturer Part# 346919-001,,"346919-001 HP Intel Xeon MP 2.2GHz DL560, Null DL560 Wholesale 346919-001 Price 346919-001"
1455319,Computers_and_Accessories,TP-Link@en,TP-LINK TL-WN781ND is designed to provide a complete end-to-end wireless performance from the pc or pc backbone to the switch infrastructure and down through to the desktop with the PCI Express.@en,,TP-Link 150Mbps Wireless PCI Express Adapter (TL-WN781ND)@en ▷ TP-Link (TL-WN781ND) | OcUK@en
9334581,Computers_and_Accessories,AMD,,,AMD - A6-6400K 3.9GHz Dual-Core Processor Processor (AD640KOKHLBOX) PCPartPicker Canada
16339137,Computers_and_Accessories,,"Samsung 850 EVO M.2 250GB, 250 Go, M.2, 540 Mo/s, 5V, 0 - 70 °C, 8,03 cm",,SSD Samsung 850 Evo 250Go M.2
16939533,Computers_and_Accessories,HP Enterprise,Description:StorageWorks 72.8GB 10K Fibre Channel 40 pin 2GB/s HotSwap FCAL Hard DriveGenuine HPE serial number and firmwarePart Number(s) Option Part# 238921-B21 Spare Part# 244448-001 Assembly Part# 359461-001 Model# BD0725822B 2-5-2 Part# FE-19980-01,,"359461-001 HP 72.8-GB 10K FC-AL HDD, Null Price 359461-001 New 359461-001 HDD Wholesale"
17390822,Computers_and_Accessories,HP Enterprise,Description:Intelï¿½ Xeonï¿½ L5335 DL140 G3(2.0GHz/4-core/8MB/80W)Full Processor Option KitPart Number(s) Manufacturer Part# 453475-B21,,"453475-B21 HP Xeon L5335 2.0GHz DL140 G3, Null Price 453475-B21 New 453475-B21 G3 Wholesale"
13076711,Computers_and_Accessories,,Toshiba 2TB 3.5″ 7200 RPM Desktop Enterprise Internal Hard Drive MG03SCA200 @en-US,,Buy Online | Toshiba 2TB 3.5″ 7200 RPM Desktop Enterprise Internal Hard Drive MG03SCA200 Price in India@en-US
15432356,Computers_and_Accessories,,StarTech 1 Port PCI Express 10G SFP+ Network Adapter Card @en,,1 Port PCI Express 10G SFP+ Network Adapter Card from StarTech.com@en StarTech.com LN71270 - PEX10000SFP | SCAN UK@en
12450878,Computers_and_Accessories,,,,Kingston HyperX Fury black HX421C14FBK4/64 - Prijzen @NL Tweakers@NL
12049789,Computers_and_Accessories,Corsair Microsystems Inc.@en,,,"Corsair Vengeance memory - 8 GB : 2 x 4 SO DIMM 204-pin DDR3 Series @en, Corsair SO-DIMM 204-pin@en Prices CNET@en"
7028733,Computers_and_Accessories,,"HyperX FURY DDR4 automatically recognizes the platform it's plugged into and automatically overclocks to the high frequency for hassle-free, plug-and-play functionality. HyperX FURY DDR4 is a minimal investment in premium components that results in faster speeds, higher performance and enhanced reliability - plus it looks really cool. It stays cool, too, thanks to low power consumption resulting in less heat, with a lower voltage specification than DDR3. Its stylish, low-profile design complements the look of the PC hardware while helping you stand out from the crowd of squared designs.","$, 694.25",HyperX FURY - DDR4 64 GB: 4 x 16 GB DIMM 288-pin HyperX 288-pin HX424C15FBK4/64 System Memory (RAM) CDWG.com
4504436,Computers_and_Accessories,SanDisk,SDSDQ-016G CRG 16GB 8p MSDHC Class 4 Micro Secure Digital High Capacity card w/o adapter Bulk,"7.35, USD",SanDisk SDSDQ-016G CRG 16GB 8p MSDHC Class 4 Micro Secure Digital High Capacity card w/o adapter Bu
14426098,Computers_and_Accessories,,The Intel solid-state drive data center family for SATA extends with the Intel SSD DC S3710 Series. The Intel SSD DC S3710 Series offers the next generation of data center SSDs optimized for write intensive performance with high endurance and strong data protection.,,Intel Solid-State Drive DC S3710 Series - solid state drive 800 GB SATA Intel SATA SSDSC2BA800G401 Solid State Drives (SSDs) CDW.com
5832817,Computers_and_Accessories,,"Gigabyte GeForce GTX 1070 Mini ITX OC 8GB GDDR5 VR Ready Graphics Card, 1920 Core, 1531 MHz GPU, 1721 MHz Boost @en",,Gigabyte NVIDIA GeForce GTX 1070 Mini ITX OC Graphics Card@en Card LN73559 - GV-N1070IXOC-8GD | SCAN UK@en
